ID,Rtc_Name,Route_Name,Route_Link,Boarding,Destination,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
1,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9356,Super Luxury (Non AC Seater 2+2 Push Back),11:30:00,06h 35m,18:05:00,4,469,34
2,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30:00,05h 00m,16:30:00,3.7,670,39
3,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15:00,06h 10m,18:25:00,3.7,720,36
4,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3601,Super Luxury (Non AC Seater 2+2 Push Back),12:30:00,08h 05m,20:35:00,2.5,469,32
5,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3823,Super Luxury (Non AC Seater 2+2 Push Back),13:00:00,06h 45m,19:45:00,4,469,32
6,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35117,INDRA(A.C. Seater),13:00:00,06h 09m,19:09:00,3.7,567,36
7,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3515,Super Luxury (Non AC Seater 2+2 Push Back),13:00:00,08h 00m,21:00:00,2,469,33
8,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 23879,Super Luxury (Non AC Seater 2+2 Push Back),13:50:00,05h 00m,18:50:00,3.4,436,25
9,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3562,Super Luxury (Non AC Seater 2+2 Push Back),14:00:00,06h 35m,20:35:00,2.7,436,32
10,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00:00,06h 04m,20:04:00,4.2,720,33
11,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 23545,INDRA(A.C. Seater),14:15:00,03h 45m,18:00:00,2.3,528,35
12,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3825,Super Luxury (Non AC Seater 2+2 Push Back),14:30:00,06h 30m,21:00:00,2.8,469,34
13,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3549,Super Luxury (Non AC Seater 2+2 Push Back),14:30:00,06h 30m,21:00:00,4.6,436,33
14,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30:00,06h 00m,20:30:00,3.8,720,40
15,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00:00,05h 00m,20:00:00,4.3,670,34
16,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3525,Super Luxury (Non AC Seater 2+2 Push Back),15:00:00,08h 00m,23:00:00,3.7,469,33
17,APSRTC,NIDAMANUR to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35061,Super Luxury (Non AC Seater 2+2 Push Back),15:15:00,08h 00m,23:15:00,4,469,33
18,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 99611,Super Luxury (Non AC Seater 2+2 Push Back),15:20:00,04h 30m,19:50:00,4,436,26
19,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4052,Super Luxury (Non AC Seater 2+2 Push Back),15:30:00,06h 30m,22:00:00,3.8,436,33
20,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30:00,05h 55m,21:25:00,4.1,720,37
21,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35271,INDRA(A.C. Seater),16:00:00,05h 50m,21:50:00,3.2,567,29
22,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30:00,05h 55m,22:25:00,4.4,720,37
23,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00:00,05h 50m,22:50:00,3.2,720,44
24,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45:00,05h 52m,23:37:00,4.3,720,42
25,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30:00,06h 00m,00:30:00,4,720,47
26,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 23507,INDRA(A.C. Seater),19:00:00,04h 00m,23:00:00,2.4,528,26
27,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3613,Super Luxury (Non AC Seater 2+2 Push Back),19:00:00,07h 42m,02:42:00,3.1,469,33
28,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9316,Super Luxury (Non AC Seater 2+2 Push Back),20:20:00,07h 50m,04:10:00,4.1,469,31
29,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30:00,04h 35m,01:05:00,3.9,670,42
30,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4046,Super Luxury (Non AC Seater 2+2 Push Back),21:00:00,06h 40m,03:40:00,4.1,469,27
31,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9651,Super Luxury (Non AC Seater 2+2 Push Back),21:00:00,07h 41m,04:41:00,4.5,469,30
32,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9932,STAR LINER(NON-AC SLEEPER 2+1),21:30:00,06h 15m,03:45:00,3.2,578,27
33,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9654,Super Luxury (Non AC Seater 2+2 Push Back),21:40:00,07h 40m,05:20:00,3,469,30
34,APSRTC,PRODDUTUR X ROAD-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 40568,Super Luxury (Non AC Seater 2+2 Push Back),21:42:00,08h 18m,06:00:00,4.7,469,25
35,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45:00,04h 35m,02:20:00,4.6,781,14
36,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3916,Super Luxury (Non AC Seater 2+2 Push Back),21:45:00,05h 05m,02:50:00,4.1,469,29
37,APSRTC,PORANKI to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 38201,Super Luxury (Non AC Seater 2+2 Push Back),21:52:00,06h 08m,04:00:00,4,469,29
38,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00:00,06h 25m,04:25:00,3,567,26
39,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3908,Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,06h 25m,04:25:00,3.7,469,26
40,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00:00,05h 42m,03:42:00,4.1,720,42
41,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4048,Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,06h 20m,04:20:00,4.5,469,22
42,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3970,Super Luxury (Non AC Seater 2+2 Push Back),22:05:00,07h 15m,05:20:00,4,469,24
43,APSRTC,Enikepadu to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4792,INDRA(A.C. Seater),22:05:00,07h 05m,05:10:00,3.4,567,27
44,APSRTC,NIDAMANUR to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35118,INDRA(A.C. Seater),22:05:00,06h 45m,04:50:00,3.9,567,34
45,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15:00,06h 25m,04:40:00,4.1,720,31
46,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15:00,04h 35m,02:50:00,3.7,781,25
47,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15:00,07h 15m,05:30:00,3.9,607,25
48,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3635,Super Luxury (Non AC Seater 2+2 Push Back),22:20:00,06h 35m,04:55:00,4,469,21
49,APSRTC,GANGURU CHAITANYA COLLEGE-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 35063,Super Luxury (Non AC Seater 2+2 Push Back),22:25:00,07h 45m,06:10:00,4.6,469,22
50,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3943,Super Luxury (Non AC Seater 2+2 Push Back),22:25:00,07h 00m,05:25:00,3.9,469,15
51,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3910,INDRA(A.C. Seater),22:30:00,04h 35m,03:05:00,3.8,567,33
52,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30:00,05h 40m,04:10:00,4.2,720,31
53,APSRTC,PORANKI to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30:00,05h 55m,04:25:00,4.4,607,18
54,APSRTC,IBRAHIMPATNAM-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 95660,Super Luxury (Non AC Seater 2+2 Push Back),22:40:00,06h 35m,05:15:00,2.2,446,31
55,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3838,VENNELA (A.C. SLEEPER),22:45:00,05h 35m,04:20:00,2.8,839,23
56,APSRTC,Rtc bus stand to Vanasthalipuram,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45:00,05h 31m,04:16:00,4.2,607,28
57,APSRTC,PRODDUTUR X ROAD-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3609,Super Luxury (Non AC Seater 2+2 Push Back),22:46:00,07h 54m,06:40:00,4.1,469,30
58,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3694,Super Luxury (Non AC Seater 2+2 Push Back),22:55:00,07h 20m,06:15:00,4.6,469,23
59,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55:00,06h 40m,05:35:00,3.9,639,21
60,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3961,INDRA(A.C. Seater),22:55:00,06h 30m,05:25:00,3.6,567,33
61,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3968,INDRA(A.C. Seater),22:55:00,06h 10m,05:05:00,2.6,567,26
62,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3569,INDRA(A.C. Seater),23:00:00,04h 46m,03:46:00,4.3,567,35
63,APSRTC,Auto Nagar to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3533,Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,06h 25m,05:25:00,4,436,29
64,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00:00,04h 35m,03:35:00,4.3,781,26
65,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4893,Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,06h 20m,05:20:00,3.7,469,32
66,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3900,Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,05h 20m,04:20:00,4.4,469,22
67,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05:00,05h 20m,04:25:00,3.8,839,17
68,APSRTC,Enikepadu to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05:00,06h 15m,05:20:00,4.4,720,36
69,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3976,Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,06h 35m,05:50:00,2.2,469,10
70,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 2785,Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,05h 52m,05:07:00,3.7,469,33
71,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4352,Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,06h 15m,05:30:00,4,469,34
72,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3690,INDRA(A.C. Seater),23:16:00,06h 44m,06:00:00,3.9,567,33
73,APSRTC,PORANKI to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3951,Super Luxury (Non AC Seater 2+2 Push Back),23:25:00,06h 45m,06:10:00,4.3,469,20
74,APSRTC,VIJAYAWADA AIR PORT GATE to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4995,INDRA(A.C. Seater),23:30:00,06h 10m,05:40:00,4.5,567,32
75,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 23702,Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,05h 00m,04:30:00,4,436,31
76,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4354,Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,06h 14m,05:44:00,3.9,469,7
77,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30:00,06h 05m,05:35:00,4.4,720,47
78,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40:00,05h 55m,05:35:00,4.5,720,29
79,APSRTC,Enikepadu to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4814,Super Luxury (Non AC Seater 2+2 Push Back),23:40:00,05h 30m,05:10:00,4.9,469,18
80,APSRTC,Rtc bus stand to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45:00,05h 00m,04:45:00,4,781,25
81,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 4369,INDRA(A.C. Seater),23:45:00,05h 59m,05:44:00,3.1,567,25
82,APSRTC,Rtc bus stand to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50:00,05h 35m,05:25:00,3.8,839,22
83,APSRTC,PNBS-VJA to Vanasthalipuram,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,05h 00m,16:00:00,4.6,396,32
84,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),11:20:00,05h 40m,17:00:00,2.1,480,37
85,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40177,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40:00,04h 40m,16:20:00,4.5,396,33
86,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),11:45:00,05h 55m,17:40:00,3,480,35
87,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),12:10:00,04h 30m,16:40:00,3.1,480,34
88,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20:00,06h 10m,18:30:00,2.2,396,33
89,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40:00,04h 30m,17:10:00,2.7,480,35
90,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,06h 10m,19:10:00,2.7,396,33
91,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 18762,eGARUDA,13:30:00,06h 20m,19:50:00,3.5,533,35
92,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40:00,04h 50m,18:30:00,3.5,396,33
93,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00:00,05h 40m,19:40:00,2.7,480,37
94,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20:00,06h 10m,20:30:00,2.9,396,33
95,APSRTC,PNBS-VJA to Vanasthalipuram,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20:00,23h 45m,14:05:00,2.1,480,37
96,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40:00,04h 50m,19:30:00,2.1,480,37
97,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50:00,06h 10m,21:00:00,3.3,396,33
98,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00:00,06h 00m,21:00:00,3.8,533,41
99,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10:00,06h 10m,21:20:00,4.1,396,33
100,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),15:20:00,04h 50m,20:10:00,1.7,480,36
101,APSRTC,Auto Nagar to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30:00,06h 30m,22:00:00,2.8,480,32
102,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30:00,06h 10m,21:40:00,4.2,396,33
103,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40:00,06h 00m,21:40:00,2.9,480,35
104,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50:00,05h 00m,20:50:00,4.4,396,33
105,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 12962,eGARUDA,16:00:00,06h 10m,22:10:00,3.7,533,35
106,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10:00,06h 10m,22:20:00,2.7,396,33
107,APSRTC,PNBS-VJA to Kukatpally,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40:00,05h 55m,22:35:00,3.4,533,41
108,APSRTC,PNBS-VJA to Hayathnagar,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada,Hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50:00,04h 50m,21:40:00,3.4,396,33
