,Serial Number,State_RTC,Route Link,Route Name,Boarding_point,Destination
149,150,BSRTC,https://www.redbus.in/bus-tickets/patna-to-purnea,Patna (Bihar) to Purnea,Patna (Bihar),Purnea
150,151,BSRTC,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh,Patna (Bihar),Hazaribagh
151,152,BSRTC,https://www.redbus.in/bus-tickets/ranchi-to-patna,Ranchi to Patna (Bihar),Ranchi,Patna (Bihar)
152,153,BSRTC,https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Hazaribagh to Patna (Bihar),Hazaribagh,Patna (Bihar)
153,154,BSRTC,https://www.redbus.in/bus-tickets/patna-to-raxaul,Patna (Bihar) to Raxaul,Patna (Bihar),Raxaul
154,155,BSRTC,https://www.redbus.in/bus-tickets/muzaffarpur-to-kathmandu,Muzaffarpur (Bihar) to Kathmandu,Muzaffarpur (Bihar),Kathmandu
155,156,BSRTC,https://www.redbus.in/bus-tickets/patna-to-ranchi,Patna (Bihar) to Ranchi,Patna (Bihar),Ranchi
156,157,BSRTC,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Muzaffarpur (Bihar) to Ranchi,Muzaffarpur (Bihar),Ranchi
157,158,BSRTC,https://www.redbus.in/bus-tickets/kathmandu-to-patna,Kathmandu to Patna (Bihar),Kathmandu,Patna (Bihar)
158,159,BSRTC,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar),Ranchi,Muzaffarpur (Bihar)
159,160,BSRTC,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Motihari to Lucknow,Motihari,Lucknow
160,161,BSRTC,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Lucknow to Motihari,Lucknow,Motihari
161,162,BSRTC,https://www.redbus.in/bus-tickets/motihari-to-kathmandu,Motihari to Kathmandu,Motihari,Kathmandu
162,163,BSRTC,https://www.redbus.in/bus-tickets/agra-to-motihari,Agra to Motihari,Agra,Motihari
163,164,BSRTC,https://www.redbus.in/bus-tickets/patna-to-janakpur-nepal,Patna (Bihar) to Janakpur (Nepal),Patna (Bihar),Janakpur (Nepal)
164,165,BSRTC,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Muzaffarpur (Bihar) to Hazaribagh,Muzaffarpur (Bihar),Hazaribagh
165,166,BSRTC,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar),Purnea,Patna (Bihar)
166,167,BSRTC,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar),Patna (Bihar),Araria (Bihar)
167,168,BSRTC,https://www.redbus.in/bus-tickets/darbhanga-to-patna,Darbhanga to Patna (Bihar),Darbhanga,Patna (Bihar)
168,169,BSRTC,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa,Patna (Bihar),Saharsa
169,170,BSRTC,https://www.redbus.in/bus-tickets/motihari-to-agra,Motihari to Agra,Motihari,Agra
170,171,BSRTC,https://www.redbus.in/bus-tickets/hajipur-to-kathmandu,Hajipur (Bihar) to Kathmandu,Hajipur (Bihar),Kathmandu
171,172,BSRTC,https://www.redbus.in/bus-tickets/kathmandu-to-motihari,Kathmandu to Motihari,Kathmandu,Motihari
172,173,BSRTC,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj,Patna (Bihar),Forbesganj
173,174,BSRTC,https://www.redbus.in/bus-tickets/ranchi-to-hajipur,Ranchi to Hajipur (Bihar),Ranchi,Hajipur (Bihar)
174,175,BSRTC,https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Lucknow to Gopalganj (Bihar),Lucknow,Gopalganj (Bihar)
175,176,HRTC,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla,Delhi,Shimla
176,177,HRTC,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi,Shimla,Delhi
177,178,HRTC,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh,Manali,Chandigarh
178,179,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali,Chandigarh,Manali
179,180,HRTC,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali,Delhi,Manali
180,181,HRTC,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh,Hamirpur (Himachal Pradesh),Chandigarh
181,182,HRTC,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh),Delhi,Hamirpur (Himachal Pradesh)
182,183,HRTC,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
183,184,HRTC,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi,Manali,Delhi
184,185,HRTC,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi,Hamirpur (Himachal Pradesh),Delhi
185,186,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh),Chandigarh,Hamirpur (Himachal Pradesh)
186,187,HRTC,https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali,Shimla,Manali
187,188,HRTC,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh),Delhi,Dharamshala (Himachal Pradesh)
188,189,HRTC,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh,Shimla,Chandigarh
189,190,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh),Chandigarh,Dharamshala (Himachal Pradesh)
190,191,HRTC,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh),Delhi,Baddi (Himachal Pradesh)
191,192,HRTC,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh,Dharamshala (Himachal Pradesh),Chandigarh
192,193,HRTC,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh,Chamba (Himachal Pradesh),Chandigarh
193,194,HRTC,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie,Delhi,Dalhousie
194,195,HRTC,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh),Delhi,Chamba (Himachal Pradesh)
195,196,HRTC,https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi,Dalhousie,Delhi
196,197,HRTC,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi,Solan,Delhi
197,198,HRTC,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur,Delhi,Palampur
198,199,HRTC,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi,Dharamshala (Himachal Pradesh),Delhi
199,200,HRTC,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan,Delhi,Solan
200,201,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh),Chandigarh,Reckong Peo (Himachal Pradesh)
201,202,HRTC,https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla,Manali,Shimla
202,203,HRTC,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi,Palampur,Delhi
203,204,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu,Chandigarh,Kullu
204,205,HRTC,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh,Kangra,Chandigarh
205,206,HRTC,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh,Kullu,Chandigarh
206,207,HRTC,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra,Delhi,Kangra
207,208,HRTC,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi,Chamba (Himachal Pradesh),Delhi
208,209,HRTC,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh,Palampur,Chandigarh
209,210,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla,Chandigarh,Shimla
210,211,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra,Chandigarh,Kangra
211,212,HRTC,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh,Delhi,Nalagarh
212,213,HRTC,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi,Baddi (Himachal Pradesh),Delhi
213,214,HRTC,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi,Kangra,Delhi
214,215,HRTC,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi,Ghumarwin,Delhi
215,216,HRTC,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat,Delhi,Sarkaghat
216,217,RSRTC,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Jodhpur,Ajmer
217,218,RSRTC,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan),Beawar (Rajasthan),Jaipur (Rajasthan)
218,219,RSRTC,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur,Udaipur,Jodhpur
219,220,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur,Jaipur (Rajasthan),Jodhpur
220,221,RSRTC,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan),Sikar,Jaipur (Rajasthan)
221,222,RSRTC,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan),Kishangarh,Jaipur (Rajasthan)
222,223,RSRTC,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan),Aligarh (uttar pradesh),Jaipur (Rajasthan)
223,224,RSRTC,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan),Jodhpur,Beawar (Rajasthan)
224,225,RSRTC,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan),Kota(Rajasthan),Jaipur (Rajasthan)
225,226,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh),Jaipur (Rajasthan),Aligarh (uttar pradesh)
226,227,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan),Jaipur (Rajasthan),Kota(Rajasthan)
227,228,RSRTC,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur,Pali (Rajasthan),Udaipur
228,229,RSRTC,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Udaipur to Pali (Rajasthan),Udaipur,Pali (Rajasthan)
229,230,RSRTC,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner,Sikar,Bikaner
230,231,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur,Jaipur (Rajasthan),Bharatpur
231,232,RSRTC,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur,Kishangarh,Jodhpur
232,233,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara,Jaipur (Rajasthan),Bhilwara
233,234,RSRTC,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur,Kota(Rajasthan),Udaipur
234,235,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani,Jaipur (Rajasthan),Pilani
235,236,RSRTC,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura,Jaipur (Rajasthan),Mathura
236,237,RSRTC,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar,Bikaner,Sikar
237,238,PEPSU,https://www.redbus.in/bus-tickets/patiala-to-delhi,Patiala to Delhi,Patiala,Delhi
238,239,PEPSU,https://www.redbus.in/bus-tickets/delhi-to-patiala,Delhi to Patiala,Delhi,Patiala
239,240,PEPSU,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi,Ludhiana,Delhi
240,241,PEPSU,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana,Delhi,Ludhiana
241,242,PEPSU,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi,Phagwara,Delhi
242,243,PEPSU,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi,Jalandhar,Delhi
243,244,PEPSU,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar,Delhi,Jalandhar
244,245,PEPSU,https://www.redbus.in/bus-tickets/patiala-to-delhi-airport,Patiala to Delhi Airport,Patiala,Delhi Airport
245,246,PEPSU,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport,Jalandhar,Delhi Airport
246,247,PEPSU,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport,Ludhiana,Delhi Airport
247,248,PEPSU,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,Phagwara to Delhi Airport,Phagwara,Delhi Airport
248,249,PEPSU,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana,Delhi Airport,Ludhiana
249,250,PEPSU,https://www.redbus.in/bus-tickets/delhi-to-phagwara,Delhi to Phagwara,Delhi,Phagwara
250,251,PEPSU,https://www.redbus.in/bus-tickets/delhi-to-amritsar,Delhi to Amritsar,Delhi,Amritsar
251,252,PEPSU,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Amritsar to Delhi,Amritsar,Delhi
252,253,PEPSU,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala,Delhi Airport,Patiala
253,254,PEPSU,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport,Amritsar,Delhi Airport
254,255,PEPSU,https://www.redbus.in/bus-tickets/kapurthala-to-delhi,Kapurthala to Delhi,Kapurthala,Delhi
255,256,PEPSU,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar,Delhi Airport,Jalandhar
256,257,PEPSU,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda,Chandigarh,Bathinda
257,258,PEPSU,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Chandigarh to Faridkot,Chandigarh,Faridkot
258,259,PEPSU,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala,Chandigarh,Patiala
259,260,ASTC,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati,Tezpur,Guwahati
260,261,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur,Guwahati,Tezpur
261,262,ASTC,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati,Nagaon (Assam),Guwahati
262,263,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam),Guwahati,Nagaon (Assam)
263,264,ASTC,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati,Goalpara,Guwahati
264,265,ASTC,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Jorhat to North Lakhimpur,Jorhat,North Lakhimpur
265,266,ASTC,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati,Dhubri,Guwahati
266,267,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri,Guwahati,Dhubri
267,268,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,North Lakhimpur to Sibsagar,North Lakhimpur,Sibsagar
268,269,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat,North Lakhimpur,Jorhat
269,270,ASTC,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati,Dhekiajuli,Guwahati
270,271,ASTC,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh,Jorhat,Dibrugarh
271,272,ASTC,https://www.redbus.in/bus-tickets/jorhat-to-dhemaji,Jorhat to Dhemaji,Jorhat,Dhemaji
272,273,ASTC,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sibsagar to North Lakhimpur,Sibsagar,North Lakhimpur
273,274,ASTC,https://www.redbus.in/bus-tickets/dhemaji-to-jorhat,Dhemaji to Jorhat,Dhemaji,Jorhat
274,275,ASTC,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh,Tezpur,Dibrugarh
275,276,ASTC,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati,Haflong,Guwahati
276,277,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh,North Lakhimpur,Dibrugarh
277,278,ASTC,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia,Jorhat,Tinsukia
278,279,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur,Dibrugarh,Tezpur
279,280,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali,Guwahati,Biswanath Charali
280,281,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong,Guwahati,Haflong
281,282,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur,Dibrugarh,North Lakhimpur
282,283,ASTC,https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong,Nagaon (Assam),Haflong
283,284,ASTC,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran,Tezpur,Moran
284,285,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat,Dibrugarh,Jorhat
285,286,ASTC,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar,Guwahati,Silchar
286,287,ASTC,https://www.redbus.in/bus-tickets/bihpuria-to-dibrugarh,Bihpuria to Dibrugarh,Bihpuria,Dibrugarh
287,288,ASTC,https://www.redbus.in/bus-tickets/haflong-to-nagaon,Haflong to Nagaon (Assam),Haflong,Nagaon (Assam)
288,289,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur,North Lakhimpur,Tezpur
289,290,ASTC,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati,Biswanath Charali,Guwahati
290,291,ASTC,https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh,Biswanath Charali to Dibrugarh,Biswanath Charali,Dibrugarh
291,292,ASTC,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat,Tinsukia,Jorhat
292,293,ASTC,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur,Moran,Tezpur
293,294,ASTC,https://www.redbus.in/bus-tickets/jorhat-to-gogamukh,Jorhat to Gogamukh,Jorhat,Gogamukh
294,295,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Dibrugarh to Biswanath Charali,Dibrugarh,Biswanath Charali
295,296,ASTC,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati,Gohpur,Guwahati
296,297,ASTC,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur,Tinsukia,Tezpur
297,298,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-golaghat,North Lakhimpur to Golaghat,North Lakhimpur,Golaghat
298,299,ASTC,https://www.redbus.in/bus-tickets/golaghat-to-north-lakhimpur,Golaghat to North Lakhimpur,Golaghat,North Lakhimpur
299,300,ASTC,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati,Silchar,Guwahati
300,301,ASTC,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh,Bokakhat,Dibrugarh
301,302,ASTC,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran,North Lakhimpur to Moran,North Lakhimpur,Moran
302,303,ASTC,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur,Tezpur,North Lakhimpur
303,304,ASTC,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia,Tezpur,Tinsukia
304,305,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-bihpuria,Dibrugarh to Bihpuria,Dibrugarh,Bihpuria
305,306,ASTC,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat,Dibrugarh,Bokakhat
306,307,SBSTC,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata,Durgapur (West Bengal),Kolkata
307,308,SBSTC,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal),Digha,Barasat (West Bengal)
308,309,SBSTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha,Barasat (West Bengal),Digha
309,310,WBTC,https://www.redbus.in/bus-tickets/suri-to-kolkata,Suri to Kolkata,Suri,Kolkata
310,311,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha,Kolkata,Digha
311,312,WBTC,https://www.redbus.in/bus-tickets/bolpur-west-bengal-to-kolkata,Bolpur (West Bengal) to Kolkata,Bolpur (West Bengal),Kolkata
312,313,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri,Kolkata,Suri
313,314,SBSTC,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata,Digha,Kolkata
314,315,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal),Kolkata,Durgapur (West Bengal)
315,316,WBTC,https://www.redbus.in/bus-tickets/habra-to-digha,Habra to Digha,Habra,Digha
316,317,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,Barasat (West Bengal) to Nandakumar (west bengal),Barasat (West Bengal),Nandakumar (west bengal)
317,318,SBSTC,https://www.redbus.in/bus-tickets/asansol-to-kolkata,Asansol (West Bengal) to Kolkata,Asansol (West Bengal),Kolkata
318,319,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi),Barasat (West Bengal),Contai (Kanthi)
319,320,SBSTC,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
320,321,WBTC,https://www.redbus.in/bus-tickets/kolkata-to-bolpur-west-bengal,Kolkata to Bolpur (West Bengal),Kolkata,Bolpur (West Bengal)
321,322,SBSTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-midnapore,Barasat (West Bengal) to Midnapore,Barasat (West Bengal),Midnapore
322,323,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat,Barasat (West Bengal) to Kolaghat,Barasat (West Bengal),Kolaghat
323,324,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-durgapur,Barasat (West Bengal) to Durgapur (West Bengal),Barasat (West Bengal),Durgapur (West Bengal)
324,325,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria,Barasat (West Bengal) to Heria,Barasat (West Bengal),Heria
325,326,WBTC,https://www.redbus.in/bus-tickets/digha-to-habra,Digha to Habra,Digha,Habra
326,327,SBSTC,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,Midnapore to Barasat (West Bengal),Midnapore,Barasat (West Bengal)
327,328,WBTC,https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal,Haldia to Barasat (West Bengal),Haldia,Barasat (West Bengal)
328,329,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-haldia,Barasat (West Bengal) to Haldia,Barasat (West Bengal),Haldia
329,330,SBSTC,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata,Midnapore,Kolkata
330,331,WBTC,https://www.redbus.in/bus-tickets/durgapur-to-purulia,Durgapur (West Bengal) to Purulia,Durgapur (West Bengal),Purulia
331,332,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-burdwan,Barasat (West Bengal) to Burdwan,Barasat (West Bengal),Burdwan
332,333,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri,Kolkata,Siliguri
333,334,WBTC,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal),Durgapur (West Bengal),Barasat (West Bengal)
334,335,SBSTC,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata,Haldia,Kolkata
335,336,WBTC,https://www.redbus.in/bus-tickets/kolkata-to-purulia,Kolkata to Purulia,Kolkata,Purulia
336,337,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),Kolkata,Asansol (West Bengal)
337,338,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-debra,Barasat (West Bengal) to Debra,Barasat (West Bengal),Debra
338,339,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-asansol,Barasat (West Bengal) to Asansol (West Bengal),Barasat (West Bengal),Asansol (West Bengal)
339,340,WBTC,https://www.redbus.in/bus-tickets/kolkata-to-bakkhali,Kolkata to Bakkhali,Kolkata,Bakkhali
340,341,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nimtouri,Barasat (West Bengal) to Nimtouri,Barasat (West Bengal),Nimtouri
341,342,WBTC,https://www.redbus.in/bus-tickets/habra-to-kolaghat,Habra to Kolaghat,Habra,Kolaghat
342,343,WBTC,https://www.redbus.in/bus-tickets/habra-to-durgapur,Habra to Durgapur (West Bengal),Habra,Durgapur (West Bengal)
343,344,WBTC,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-mechogram,Barasat (West Bengal) to Mechogram,Barasat (West Bengal),Mechogram
344,345,WBTC,https://www.redbus.in/bus-tickets/habra-to-haldia,Habra to Haldia,Habra,Haldia
345,346,WBTC,https://www.redbus.in/bus-tickets/habra-to-contai-kanthi,Habra to Contai (Kanthi),Habra,Contai (Kanthi)
346,347,WBTC,https://www.redbus.in/bus-tickets/habra-to-midnapore,Habra to Midnapore,Habra,Midnapore
347,348,KTCL,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Pune,Goa
348,349,KTCL,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa,Pune
