ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
13090,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0137","Shatabdi AC Seater 2+2",18:05:00,"05h 00m",23:05:00,2.8,598.00,37
13091,"Kaushambi Bus Stand(Delhi) to BAREILLY OLD BUS STATION",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0092","Ordinary Non AC Seater 2+3",18:20:00,"05h 42m",00:02:00,3.3,415.00,52
13092,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0006","Janrath AC Seater 2+2",18:30:00,"06h 30m",01:00:00,3.3,602.00,36
13093,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0113","Rajdhani Non AC Seater 2+3",18:31:00,"06h 44m",01:15:00,3.3,450.00,51
13094,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SBD0030","Pink Express AC Seater 2+2",19:00:00,"06h 00m",01:00:00,3.3,598.00,37
13095,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0113","Janrath AC Seater 2+2",19:01:00,"05h 30m",00:31:00,1.6,598.00,36
13096,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - PLB0056","Rajdhani Non AC Seater 2+3",19:01:00,"05h 59m",01:00:00,3.3,454.00,51
13097,"Anand Vihar to BAREILLY OLD BUS STATION",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0095","Ordinary Non AC Seater 2+3",19:02:00,"07h 43m",02:45:00,3.3,444.00,52
13098,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0145","Ordinary Non AC Seater 2+3",19:02:00,"08h 08m",03:10:00,3.3,450.00,52
13099,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0069","Ordinary Non AC Seater 2+3",19:29:00,"04h 11m",23:40:00,3.3,450.00,52
13100,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0031","Ordinary Non AC Seater 2+3",19:45:00,"07h 25m",03:10:00,3.3,450.00,52
13101,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0089","Shatabdi AC Seater 2+2",19:46:00,"05h 45m",01:31:00,3.3,598.00,37
13102,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0105","Rajdhani Non AC Seater 2+3",20:00:00,"05h 41m",01:41:00,3.3,450.00,51
13103,"Anand Vihar to BAREILLY OLD BUS STATION",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0147","Ordinary Non AC Seater 2+3",20:03:00,"05h 58m",02:01:00,3.3,444.00,52
13104,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0039","Janrath AC Seater 2+2",20:45:00,"05h 00m",01:45:00,1.6,598.00,36
13105,"Anand Vihar to BAREILLY OLD BUS STATION",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0153","Ordinary Non AC Seater 2+3",21:00:00,"05h 30m",02:30:00,3.3,448.00,52
13106,"Anand Vihar to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SJP0210","Ordinary Non AC Seater 2+3",21:12:00,"05h 34m",02:46:00,3.3,454.00,52
13107,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0125","Shatabdi AC Seater 2+2",21:22:00,"05h 00m",02:22:00,3.1,598.00,36
13108,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SBD0111","Pink Express AC Seater 2+2",21:31:00,"05h 29m",03:00:00,3.3,598.00,32
13109,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - LKM0402","Shatabdi AC Seater 2+2",21:46:00,"05h 44m",03:30:00,3.3,604.00,37
13110,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0141","Shatabdi AC Seater 2+2",22:00:00,"05h 30m",03:30:00,2.5,598.00,37
13111,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - PLB0009","Shatabdi AC Seater 2+2",22:16:00,"05h 34m",03:50:00,3.8,598.00,32
13112,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SBD0092","Janrath AC Seater 2+2",22:30:00,"05h 20m",03:50:00,3.3,598.00,36
13113,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0119","Shatabdi AC Seater 2+2",22:31:00,"05h 29m",04:00:00,2.2,598.00,37
13114,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0149","Janrath AC Seater 2+2",22:44:00,"05h 00m",03:44:00,3.3,598.00,35
13115,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0138","Janrath AC Seater 2+2",23:02:00,"05h 58m",05:00:00,4.6,598.00,35
13116,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0091","Shatabdi AC Seater 2+2",23:16:00,"06h 00m",05:16:00,3.3,598.00,35
13117,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0153","Janrath AC Seater 2+2",23:30:00,"04h 30m",04:00:00,3.3,598.00,36
13118,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - PLB0005","Shatabdi AC Seater 2+2",23:45:00,"04h 50m",04:35:00,3.3,598.00,34
13119,"Kaushambi Bus Stand(Delhi to BAREILLY SATELITE",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0120","Shatabdi AC Seater 2+2",23:58:00,"05h 02m",05:00:00,3.7,598.00,36
13120,"Rs yadav bus parking near chi... to V-mart indian oil fuel statio...",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Sleeper (2+1)",22:15:00,"06h 00m",04:15:00,4,1199.00,32
13121,"Anand Vihar to Bareilly Satellite",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"New Khaira TPT","AC Sleeper (2+1)",20:30:00,"06h 20m",02:50:00,3.3,1000.00,4
13122,"Anand Vihar to JHUMKA TIRAHA BAREILLY",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"New Khaira Transport","A/C Seater / Sleeper (2+1)",20:40:00,"06h 50m",03:30:00,1.9,700.00,3
13123,"Anand Vihar to JHUMKA TIRAHA BAREILLY",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"New Khaira Transport","A/C Seater / Sleeper (2+2)",21:30:00,"07h 00m",04:30:00,2.8,700.00,4
13124,"Anand Vihar to Bareily",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"Rahul Travels","AshokLeyland Stile A/C",21:30:00,"06h 00m",03:30:00,1.7,826.00,4
13125,"Anand Vihar to Bareily",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"Rahul Travels","AshokLeyland Stile A/C",21:00:00,"05h 30m",02:30:00,1.9,826.00,14
13126,"Anand Vihar to ",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"New Khaira TPT","A/C Seater / Sleeper (2+2)",21:00:00,"06h 00m",03:00:00,3.3,750.00,1
13127,"Anand Vihar( 1 Number Parking to Bareilly Satellite",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"Jaiswal Tour and Travels","A/C Sleeper (2+1)",20:45:00,"06h 00m",02:45:00,1.7,1650.00,29
13128,"Anand Vihar( 1 Number Parking to Bareilly Satellite",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"Jaiswal Tour and Travels","A/C Sleeper (2+1)",21:00:00,"06h 00m",03:00:00,1.7,1200.00,30
13129,"Kaushambi Bus Stand(Delhi to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - KSN0054","Janrath AC Seater 2+3",14:45:00,"03h 34m",18:19:00,3.3,291.00,48
13130,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0107","Ordinary Non AC Seater 2+3",15:50:00,"03h 20m",19:10:00,3.3,203.00,52
13131,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - ALI0004","Janrath AC Seater 2+3",16:00:00,"04h 00m",20:00:00,2.4,263.00,48
13132,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0252","Ordinary Non AC Seater 2+3",16:01:00,"04h 14m",20:15:00,3.3,255.00,52
13133,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0166","Ordinary Non AC Seater 2+3",16:27:00,"01h 44m",18:11:00,3.3,252.00,52
13134,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0085","Ordinary Non AC Seater 2+3",16:28:00,"03h 20m",19:48:00,3.3,203.00,52
13135,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - ALI0176","Janrath AC Seater 2+2",16:29:00,"03h 01m",19:30:00,3.3,304.00,33
13136,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0099","Ordinary Non AC Seater 2+3",16:30:00,"03h 20m",19:50:00,3.3,203.00,52
13137,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0023","Ordinary Non AC Seater 2+3",16:35:00,"05h 15m",21:50:00,3.3,252.00,52
13138,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0254","Ordinary Non AC Seater 2+3",17:01:00,"03h 59m",21:00:00,3.3,255.00,52
13139,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0074","Ordinary Non AC Seater 2+3",17:05:00,"01h 45m",18:50:00,3.3,255.00,52
13140,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0175","Janrath AC Seater 2+2",17:29:00,"03h 00m",20:29:00,3.3,304.00,35
13141,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0157","Ordinary Non AC Seater 2+3",17:30:00,"03h 27m",20:57:00,3.3,252.00,52
13142,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0255","Ordinary Non AC Seater 2+3",17:58:00,"02h 08m",20:06:00,3.3,255.00,52
13143,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0079","Ordinary Non AC Seater 2+3",18:05:00,"02h 45m",20:50:00,3.3,255.00,52
13144,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0171","Ordinary Non AC Seater 2+3",18:06:00,"03h 44m",21:50:00,3.3,255.00,52
13145,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - ALI0011","Janrath AC Seater 2+2",18:31:00,"02h 59m",21:30:00,2.6,304.00,34
13146,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0035","Ordinary Non AC Seater 2+3",18:32:00,"02h 18m",20:50:00,3.3,255.00,52
13147,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0038","Ordinary Non AC Seater 2+3",18:33:00,"02h 57m",21:30:00,3.3,252.00,52
13148,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0159","Ordinary Non AC Seater 2+3",18:59:00,"04h 01m",23:00:00,3.3,250.00,52
13149,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0025","Ordinary Non AC Seater 2+3",19:00:00,"05h 40m",00:40:00,3.3,252.00,52
13150,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0111","Ordinary Non AC Seater 2+3",19:03:00,"05h 57m",01:00:00,3.3,255.00,52
13151,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0174","Ordinary Non AC Seater 2+3",19:06:00,"04h 03m",23:09:00,3.3,255.00,52
13152,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0089","Ordinary Non AC Seater 2+3",19:28:00,"03h 20m",22:48:00,3.3,203.00,52
13153,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0103","Ordinary Non AC Seater 2+3",19:30:00,"03h 20m",22:50:00,3.3,203.00,52
13154,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0471","Janrath AC Seater 2+2",19:31:00,"03h 00m",22:31:00,3.3,304.00,36
13155,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0163","Ordinary Non AC Seater 2+3",19:32:00,"03h 28m",23:00:00,3.3,252.00,52
13156,"Anand Vihar to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0131","Ordinary Non AC Seater 2+3",20:07:00,"03h 09m",23:16:00,3.3,255.00,52
13157,"Kaushambi Bus Stand(Delhi) to ALIGARH GANDHI PARK",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - HDD0173","Ordinary Non AC Seater 2+3",20:16:00,"04h 09m",00:25:00,3.3,226.00,52
13158,"NOIDA BUS STATION to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - BDV0111","Ordinary Non AC Seater 2+3",20:29:00,"03h 20m",23:49:00,3.3,203.00,51
13159,"Anand Vihar to ALIGARH SATELITE",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"UPSRTC - ETH0075","Ordinary Non AC Seater 2+3",20:31:00,"03h 34m",00:05:00,3.3,255.00,52
13160,"India Gate to Aligarh",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"Chaturvedi Bus Service","NON A/C Seater/ Sleeper (2+1)",22:00:00,"03h 30m",01:30:00,2.6,670.00,51
13161,"India Gate to Aligarh",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"Chaturvedi Bus Service","NON AC Seater / Sleeper 2+1",21:00:00,"03h 30m",00:30:00,2.6,670.00,45
13162,"Loni Kacha Balram Nagar to Aligarh",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,"Chaturvedi Bus Service","A/C Seater / Sleeper (2+1)",20:40:00,"05h 50m",02:30:00,2.6,570.00,48
13163,"FARRUKHABAD BUS STATION to Kaushambi Bus Stand(Delhi)",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"UPSRTC - FKP0027","Janrath AC Seater 2+2",20:00:00,"08h 55m",04:55:00,3.5,710.00,35
13164,"FARRUKHABAD BUS STATION to Kaushambi Bus Stand(Delhi)",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"UPSRTC - SBD0106","Janrath AC Seater 2+2",20:31:00,"08h 29m",05:00:00,3.2,710.00,34
13165,"FARRUKHABAD BUS STATION to Kaushambi Bus Stand(Delhi)",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"UPSRTC - FKP0029","Janrath AC Seater 2+2",21:00:00,"08h 55m",05:55:00,2.4,710.00,34
13166,"Farrukhabad to ISBT Kashmiri Gate",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"KVS Holidays","Non A/C Seater / Sleeper (2+1)",20:30:00,"09h 00m",05:30:00,1,699.00,30
13167,"Opp.ITI office_chaturvedi bus... to Sangam Vihar",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Chaturvedi Bus Service","NON A/C Seater/ Sleeper (2+1)",20:00:00,"09h 15m",05:15:00,3.5,450.00,51
13168,"Opp.ITI office_chaturvedi bus... to Loni Kacha Balram Nagar",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Chaturvedi Bus Service","A/C Seater / Sleeper (2+1)",19:30:00,"09h 30m",05:00:00,1.4,570.00,46
13169,"Lal Gate Near Fountain to Kapashera",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Yuvraj Travels","NON AC Seater / Sleeper 2+1",18:45:00,"10h 15m",05:00:00,0,550.00,40
13170,"Lal Gate Near Fountain to Greater Kailash",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Yuvraj Travels","NON AC Seater / Sleeper 2+1",19:00:00,"10h 00m",05:00:00,0,550.00,40
13171,"Lal Gate Near Fountain to Kapashera",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Yuvraj Travels","NON AC Seater / Sleeper 2+1",18:30:00,"11h 30m",06:00:00,0,550.00,40
13172,"Farrukhabad to Anand Vihar",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Abhay Travels (I.R.T.C)","Non A/C Seater / Sleeper (2+1)",18:00:00,"12h 00m",06:00:00,0,1200.00,26
13173,"qadri get_chaturvedi bus service to ",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Chaturvedi Bus Service","NON A/C Seater/ Sleeper (2+1)",16:30:00,"11h 00m",03:30:00,2.6,570.00,51
13174,"qadri get_chaturvedi bus service to kmp highway (Pickup Van",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Chaturvedi Bus Service","NON AC Seater / Sleeper 2+1",16:00:00,"10h 30m",02:30:00,2.6,620.00,45
13175,"Maseni Chauraha to Kanti Nagar Vihari Colony",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Shree Krishna Shtabadi Travels","NON AC Seater / Sleeper 2+1",18:30:00,"10h 50m",05:20:00,1.4,600.00,44
13176,"Maseni Chauraha to Morigate",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,"Shree Krishna Shtabadi Travels","NON A/C Sleeper (2+1)",19:00:00,"11h 30m",06:30:00,1.4,1200.00,32
13177,"BADAUN to Anand Vihar",https://www.redbus.in/bus-tickets/badaun-to-delhi,"UPSRTC - SKD0022","Ordinary Non AC Seater 2+3",16:00:00,"07h 45m",23:45:00,3.3,368.00,52
13178,"BADAUN to Anand Vihar",https://www.redbus.in/bus-tickets/badaun-to-delhi,"UPSRTC - BDN0022","Ordinary Non AC Seater 2+3",20:00:00,"06h 00m",02:00:00,3.3,403.00,52
13179,"BADAUN to Kaushambi Bus Stand(Delhi)",https://www.redbus.in/bus-tickets/badaun-to-delhi,"UPSRTC - KSB0004","Shatabdi AC Seater 2+2",23:00:00,"06h 00m",05:00:00,3.4,505.00,32
13180,"Alambagh to Near kfc civil line allahabad up",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,"ARORA TRAVELS","Volvo AC Seater (2+2)",17:15:00,"04h 44m",21:59:00,4.6,703.00,25
13181,"Alambagh to Civil line road opposite kfc",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,"ARORA TRAVELS","Volvo AC Seater (2+2)",22:00:00,"04h 45m",02:45:00,4.6,703.00,25
13182,"Behind Awadh Hospital Alambag... to Nawabganj Toll Plaza Allahaba...",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,"Mahalaxmi Travels","Bharat Benz A/C Seater /Sleeper (2+1)",23:15:00,"04h 30m",03:45:00,2.9,399.00,26
13183,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - ALM0147","Volvo AC Seater 2+2",15:07:00,"06h 00m",21:07:00,5,996.00,39
13184,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - STD0022","Janrath AC Seater 2+2",17:00:00,"08h 20m",01:20:00,3.3,690.00,36
13185,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0037","Ordinary Non AC Seater 2+3",18:30:00,"07h 00m",01:30:00,3.3,475.00,51
13186,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CHL0019","Ordinary Non AC Seater 2+3",19:00:00,"06h 45m",01:45:00,3.3,475.00,52
13187,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0039","Ordinary Non AC Seater 2+3",19:30:00,"07h 00m",02:30:00,3.3,475.00,51
13188,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0043","Ordinary Non AC Seater 2+3",20:00:00,"07h 00m",03:00:00,3.3,475.00,51
13189,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - JNP0013","Ordinary Non AC Seater 2+3",20:20:00,"06h 40m",03:00:00,3.3,475.00,52
13190,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0041","Ordinary Non AC Seater 2+3",20:30:00,"07h 00m",03:30:00,3.3,475.00,51
13191,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - JNP0012","Ordinary Non AC Seater 2+3",20:30:00,"07h 30m",04:00:00,3.3,475.00,52
13192,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - ALM0176","Shatabdi AC Seater 2+2",20:46:00,"18h 04m",14:50:00,3.3,698.00,37
13193,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - ALM0177","Shatabdi AC Seater 2+2",20:47:00,"06h 04m",02:51:00,3.3,698.00,37
13194,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0047","Ordinary Non AC Seater 2+3",21:00:00,"07h 00m",04:00:00,3.3,475.00,51
13195,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0029","Ordinary Non AC Seater 2+3",21:25:00,"07h 34m",04:59:00,3.3,475.00,51
13196,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - MTH0002","Ordinary Non AC Seater 2+3",22:00:00,"07h 00m",05:00:00,3.3,475.00,52
13197,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - ALM0043","Volvo AC Seater 2+2",22:00:00,"06h 00m",04:00:00,4,996.00,37
13198,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0057","Ordinary Non AC Seater 2+3",22:30:00,"07h 00m",05:30:00,3.3,475.00,52
13199,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - ALM0048","Shatabdi AC Seater 2+2",22:30:00,"07h 00m",05:30:00,3.5,698.00,37
13200,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0031","Ordinary Non AC Seater 2+3",23:00:00,"06h 30m",05:30:00,3.3,475.00,51
13201,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - GLA0137","Janrath AC Seater 2+2",23:05:00,"06h 26m",05:31:00,3.3,698.00,36
13202,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - CNT0035","Ordinary Non AC Seater 2+3",23:30:00,"07h 00m",06:30:00,3.3,475.00,51
13203,"Alambagh to VARANASI CANT",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"UPSRTC - HDD0001","Janrath AC Seater 2+2",23:30:00,"08h 00m",07:30:00,1.8,690.00,36
13204,"Alambagh to Lahartara (Near Kiran Petrol ...",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,PTC-SKYBUS,"A/C Seater/Sleeper (2+1)",22:30:00,"07h 00m",05:30:00,4.5,399.00,19
13205,"Alambagh to Piller No.49,Varanasi Cantt",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"Yolo Bus","A/C Sleeper (2+1)",22:19:00,"07h 24m",05:43:00,3.9,499.00,24
13206,"Behind Awadh Hospital Alambag... to Modila Chandpur Circle Varanasi",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"Mahalaxmi Travels","Bharat Benz A/C Seater /Sleeper (2+1)",23:15:00,"06h 30m",05:45:00,3.6,399.00,26
13207,"Alambagh to Laher Tara Chauraha",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,"Raj Kalpana Travels Pvt.Ltd","A/C Sleeper (2+1)",23:55:00,"05h 05m",05:00:00,3.8,848.00,26
