ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
1,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9356","Super Luxury (Non AC Seater 2+2 Push Back)",11:30:00,"06h 35m",18:05:00,4,469.00,34
2,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3858","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",11:30:00,"05h 00m",16:30:00,3.7,670.00,39
3,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35269","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",12:15:00,"06h 10m",18:25:00,3.7,720.00,36
4,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3601","Super Luxury (Non AC Seater 2+2 Push Back)",12:30:00,"08h 05m",20:35:00,2.5,469.00,32
5,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3823","Super Luxury (Non AC Seater 2+2 Push Back)",13:00:00,"06h 45m",19:45:00,4,469.00,32
6,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35117","INDRA(A.C. Seater)",13:00:00,"06h 09m",19:09:00,3.7,567.00,36
7,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3515","Super Luxury (Non AC Seater 2+2 Push Back)",13:00:00,"08h 00m",21:00:00,2,469.00,33
8,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 23879","Super Luxury (Non AC Seater 2+2 Push Back)",13:50:00,"05h 00m",18:50:00,3.4,436.00,25
9,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3562","Super Luxury (Non AC Seater 2+2 Push Back)",14:00:00,"06h 35m",20:35:00,2.7,436.00,32
10,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3571","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",14:00:00,"06h 04m",20:04:00,4.2,720.00,33
11,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 23545","INDRA(A.C. Seater)",14:15:00,"03h 45m",18:00:00,2.3,528.00,35
12,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3825","Super Luxury (Non AC Seater 2+2 Push Back)",14:30:00,"06h 30m",21:00:00,2.8,469.00,34
13,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3549","Super Luxury (Non AC Seater 2+2 Push Back)",14:30:00,"06h 30m",21:00:00,4.6,436.00,33
14,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3583","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",14:30:00,"06h 00m",20:30:00,3.8,720.00,40
15,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3886","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",15:00:00,"05h 00m",20:00:00,4.3,670.00,34
16,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3525","Super Luxury (Non AC Seater 2+2 Push Back)",15:00:00,"08h 00m",23:00:00,3.7,469.00,33
17,"NIDAMANUR to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35061","Super Luxury (Non AC Seater 2+2 Push Back)",15:15:00,"08h 00m",23:15:00,4,469.00,33
18,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 99611","Super Luxury (Non AC Seater 2+2 Push Back)",15:20:00,"04h 30m",19:50:00,4,436.00,26
19,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4052","Super Luxury (Non AC Seater 2+2 Push Back)",15:30:00,"06h 30m",22:00:00,3.8,436.00,33
20,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3573","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",15:30:00,"05h 55m",21:25:00,4.1,720.00,37
21,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35271","INDRA(A.C. Seater)",16:00:00,"05h 50m",21:50:00,3.2,567.00,29
22,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3585","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",16:30:00,"05h 55m",22:25:00,4.4,720.00,37
23,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35133","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",17:00:00,"05h 50m",22:50:00,3.2,720.00,44
24,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35135","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",17:45:00,"05h 52m",23:37:00,4.3,720.00,42
25,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35085","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",18:30:00,"06h 00m",00:30:00,4,720.00,47
26,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 23507","INDRA(A.C. Seater)",19:00:00,"04h 00m",23:00:00,2.4,528.00,26
27,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3613","Super Luxury (Non AC Seater 2+2 Push Back)",19:00:00,"07h 42m",02:42:00,3.1,469.00,33
28,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9316","Super Luxury (Non AC Seater 2+2 Push Back)",20:20:00,"07h 50m",04:10:00,4.1,469.00,31
29,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35189","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",20:30:00,"04h 35m",01:05:00,3.9,670.00,42
30,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4046","Super Luxury (Non AC Seater 2+2 Push Back)",21:00:00,"06h 40m",03:40:00,4.1,469.00,27
31,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9651","Super Luxury (Non AC Seater 2+2 Push Back)",21:00:00,"07h 41m",04:41:00,4.5,469.00,30
32,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9932","STAR LINER(NON-AC SLEEPER 2+1)",21:30:00,"06h 15m",03:45:00,3.2,578.00,27
33,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9654","Super Luxury (Non AC Seater 2+2 Push Back)",21:40:00,"07h 40m",05:20:00,3,469.00,30
34,"PRODDUTUR X ROAD-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 40568","Super Luxury (Non AC Seater 2+2 Push Back)",21:42:00,"08h 18m",06:00:00,4.7,469.00,25
35,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35179","VENNELA (A.C. SLEEPER)",21:45:00,"04h 35m",02:20:00,4.6,781.00,14
36,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3916","Super Luxury (Non AC Seater 2+2 Push Back)",21:45:00,"05h 05m",02:50:00,4.1,469.00,29
37,"PORANKI to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 38201","Super Luxury (Non AC Seater 2+2 Push Back)",21:52:00,"06h 08m",04:00:00,4,469.00,29
38,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4320","INDRA(A.C. Seater)",22:00:00,"06h 25m",04:25:00,3,567.00,26
39,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3908","Super Luxury (Non AC Seater 2+2 Push Back)",22:00:00,"06h 25m",04:25:00,3.7,469.00,26
40,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35155","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",22:00:00,"05h 42m",03:42:00,4.1,720.00,42
41,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4048","Super Luxury (Non AC Seater 2+2 Push Back)",22:00:00,"06h 20m",04:20:00,4.5,469.00,22
42,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3970","Super Luxury (Non AC Seater 2+2 Push Back)",22:05:00,"07h 15m",05:20:00,4,469.00,24
43,"Enikepadu to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4792","INDRA(A.C. Seater)",22:05:00,"07h 05m",05:10:00,3.4,567.00,27
44,"NIDAMANUR to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35118","INDRA(A.C. Seater)",22:05:00,"06h 45m",04:50:00,3.9,567.00,34
45,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3575","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",22:15:00,"06h 25m",04:40:00,4.1,720.00,31
46,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35265","VENNELA (A.C. SLEEPER)",22:15:00,"04h 35m",02:50:00,3.7,781.00,25
47,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 9934","STAR LINER(NON-AC SLEEPER 2+1)",22:15:00,"07h 15m",05:30:00,3.9,607.00,25
48,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3635","Super Luxury (Non AC Seater 2+2 Push Back)",22:20:00,"06h 35m",04:55:00,4,469.00,21
49,"GANGURU CHAITANYA COLLEGE-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35063","Super Luxury (Non AC Seater 2+2 Push Back)",22:25:00,"07h 45m",06:10:00,4.6,469.00,22
50,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3943","Super Luxury (Non AC Seater 2+2 Push Back)",22:25:00,"07h 00m",05:25:00,3.9,469.00,15
51,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3910","INDRA(A.C. Seater)",22:30:00,"04h 35m",03:05:00,3.8,567.00,33
52,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3633","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",22:30:00,"05h 40m",04:10:00,4.2,720.00,31
53,"PORANKI to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3696","STAR LINER(NON-AC SLEEPER 2+1)",22:30:00,"05h 55m",04:25:00,4.4,607.00,18
54,"IBRAHIMPATNAM-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 95660","Super Luxury (Non AC Seater 2+2 Push Back)",22:40:00,"06h 35m",05:15:00,2.2,446.00,31
55,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3838","VENNELA (A.C. SLEEPER)",22:45:00,"05h 35m",04:20:00,2.8,839.00,23
56,"Rtc bus stand to Vanasthalipuram",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4350","STAR LINER(NON-AC SLEEPER 2+1)",22:45:00,"05h 31m",04:16:00,4.2,607.00,28
57,"PRODDUTUR X ROAD-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3609","Super Luxury (Non AC Seater 2+2 Push Back)",22:46:00,"07h 54m",06:40:00,4.1,469.00,30
58,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3694","Super Luxury (Non AC Seater 2+2 Push Back)",22:55:00,"07h 20m",06:15:00,4.6,469.00,23
59,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3692","NIGHT RIDER (SEATER CUM SLEEPER)",22:55:00,"06h 40m",05:35:00,3.9,639.00,21
60,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3961","INDRA(A.C. Seater)",22:55:00,"06h 30m",05:25:00,3.6,567.00,33
61,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3968","INDRA(A.C. Seater)",22:55:00,"06h 10m",05:05:00,2.6,567.00,26
62,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3569","INDRA(A.C. Seater)",23:00:00,"04h 46m",03:46:00,4.3,567.00,35
63,"Auto Nagar to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3533","Super Luxury (Non AC Seater 2+2 Push Back)",23:00:00,"06h 25m",05:25:00,4,436.00,29
64,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3888","VENNELA (A.C. SLEEPER)",23:00:00,"04h 35m",03:35:00,4.3,781.00,26
65,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4893","Super Luxury (Non AC Seater 2+2 Push Back)",23:00:00,"06h 20m",05:20:00,3.7,469.00,32
66,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3900","Super Luxury (Non AC Seater 2+2 Push Back)",23:00:00,"05h 20m",04:20:00,4.4,469.00,22
67,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3278","VENNELA (A.C. SLEEPER)",23:05:00,"05h 20m",04:25:00,3.8,839.00,17
68,"Enikepadu to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4790","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",23:05:00,"06h 15m",05:20:00,4.4,720.00,36
69,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3976","Super Luxury (Non AC Seater 2+2 Push Back)",23:15:00,"06h 35m",05:50:00,2.2,469.00,10
70,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 2785","Super Luxury (Non AC Seater 2+2 Push Back)",23:15:00,"05h 52m",05:07:00,3.7,469.00,33
71,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4352","Super Luxury (Non AC Seater 2+2 Push Back)",23:15:00,"06h 15m",05:30:00,4,469.00,34
72,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3690","INDRA(A.C. Seater)",23:16:00,"06h 44m",06:00:00,3.9,567.00,33
73,"PORANKI to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3951","Super Luxury (Non AC Seater 2+2 Push Back)",23:25:00,"06h 45m",06:10:00,4.3,469.00,20
74,"VIJAYAWADA AIR PORT GATE to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4995","INDRA(A.C. Seater)",23:30:00,"06h 10m",05:40:00,4.5,567.00,32
75,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 23702","Super Luxury (Non AC Seater 2+2 Push Back)",23:30:00,"05h 00m",04:30:00,4,436.00,31
76,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4354","Super Luxury (Non AC Seater 2+2 Push Back)",23:30:00,"06h 14m",05:44:00,3.9,469.00,7
77,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3545","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",23:30:00,"06h 05m",05:35:00,4.4,720.00,47
78,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4178","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",23:40:00,"05h 55m",05:35:00,4.5,720.00,29
79,"Enikepadu to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4814","Super Luxury (Non AC Seater 2+2 Push Back)",23:40:00,"05h 30m",05:10:00,4.9,469.00,18
80,"Rtc bus stand to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3057","VENNELA (A.C. SLEEPER)",23:45:00,"05h 00m",04:45:00,4,781.00,25
81,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 4369","INDRA(A.C. Seater)",23:45:00,"05h 59m",05:44:00,3.1,567.00,25
82,"Rtc bus stand to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3535","VENNELA (A.C. SLEEPER)",23:50:00,"05h 35m",05:25:00,3.8,839.00,22
83,"PNBS-VJA to Vanasthalipuram",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40131","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,"05h 00m",16:00:00,4.6,396.00,32
84,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 2991","RAJDHANI (A.C. Semi Sleeper)",11:20:00,"05h 40m",17:00:00,2.1,480.00,37
85,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40177","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40:00,"04h 40m",16:20:00,4.5,396.00,33
86,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1805","RAJADHANI AC (CONVERTED METRO LUXURY)",11:45:00,"05h 55m",17:40:00,3,480.00,35
87,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1582","RAJDHANI (A.C. Semi Sleeper)",12:10:00,"04h 30m",16:40:00,3.1,480.00,34
88,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40162","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20:00,"06h 10m",18:30:00,2.2,396.00,33
89,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1468","RAJDHANI (A.C. Semi Sleeper)",12:40:00,"04h 30m",17:10:00,2.7,480.00,35
90,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 9945","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,"06h 10m",19:10:00,2.7,396.00,33
91,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 18762",eGARUDA,13:30:00,"06h 20m",19:50:00,3.5,533.00,35
92,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40331","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40:00,"04h 50m",18:30:00,3.5,396.00,33
93,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1600","RAJDHANI (A.C. Semi Sleeper)",14:00:00,"05h 40m",19:40:00,2.7,480.00,37
94,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40362","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20:00,"06h 10m",20:30:00,2.9,396.00,33
95,"PNBS-VJA to Vanasthalipuram",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1432","RAJDHANI (A.C. Semi Sleeper)",14:20:00,"23h 45m",14:05:00,2.1,480.00,37
96,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1402","RAJDHANI (A.C. Semi Sleeper)",14:40:00,"04h 50m",19:30:00,2.1,480.00,37
97,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40562","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50:00,"06h 10m",21:00:00,3.3,396.00,33
98,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30162","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",15:00:00,"06h 00m",21:00:00,3.8,533.00,41
99,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40110","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10:00,"06h 10m",21:20:00,4.1,396.00,33
100,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1426","Rajdhani (AC Semi Sleeper 2+2)",15:20:00,"04h 50m",20:10:00,1.7,480.00,36
101,"Auto Nagar to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30362","RAJDHANI (A.C. Semi Sleeper)",15:30:00,"06h 30m",22:00:00,2.8,480.00,32
102,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40310","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30:00,"06h 10m",21:40:00,4.2,396.00,33
103,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1102","RAJDHANI (A.C. Semi Sleeper)",15:40:00,"06h 00m",21:40:00,2.9,480.00,35
104,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40531","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50:00,"05h 00m",20:50:00,4.4,396.00,33
105,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 12962",eGARUDA,16:00:00,"06h 10m",22:10:00,3.7,533.00,35
106,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40762","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10:00,"06h 10m",22:20:00,2.7,396.00,33
107,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1344","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",16:40:00,"05h 55m",22:35:00,3.4,533.00,41
108,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40130","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50:00,"04h 50m",21:40:00,3.4,396.00,33
109,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 12162",eGARUDA,17:00:00,"06h 10m",23:10:00,3.6,533.00,35
110,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40731","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10:00,"04h 40m",21:50:00,4.1,396.00,33
111,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30562","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",17:20:00,"05h 40m",23:00:00,3.7,533.00,41
112,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40710","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30:00,"06h 10m",23:40:00,3.7,396.00,33
113,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 4080","RAJDHANI (A.C. Semi Sleeper)",17:40:00,"05h 40m",23:20:00,2.4,480.00,37
114,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40962","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50:00,"04h 50m",22:40:00,3.7,396.00,33
115,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 1412","RAJDHANI (A.C. Semi Sleeper)",18:00:00,"05h 40m",23:40:00,3.6,480.00,37
116,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7663","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05:00,"05h 30m",23:35:00,4.2,396.00,33
117,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40931","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10:00,"04h 50m",23:00:00,2.3,396.00,33
118,"PNBS-VJA to Hayathnagar",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 30762","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",18:20:00,"04h 30m",22:50:00,3.6,533.00,41
119,"PNBS-VJA to Central Bus Station (CBS)",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 7772","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,"06h 15m",00:45:00,3.4,352.00,25
120,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 40910","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30:00,"06h 05m",00:35:00,3.3,396.00,32
121,"PNBS-VJA to Kukatpally",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"TSRTC - 41162","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50:00,"06h 10m",01:00:00,4.5,396.00,33
